FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,HMPG_URL,RSTDE_GUID_CN,OPER_TIME,PARKNG_POSBL_AT,UTILIIZA_PRC_CN,PET_POSBL_AT,PET_INFO_CN,ENTRN_POSBL_PET_SIZE_VALUE,PET_LMTT_MTR_CN,IN_PLACE_ACP_POSBL_AT,OUT_PLACE_ACP_POSBL_AT,FCLTY_INFO_DC,PET_ACP_ADIT_CHRGE_VALUE,LAST_UPDT_DE
대심동물병원,반려동물업,반려의료,동물병원,경기도,고양시 덕양구,관산동,,185 번지,통일로,753,37.68710841,126.866727,10287,경기도 고양시 덕양구 통일로 753,경기도 고양시 덕양구 관산동 185,(031) 962-1588,,매주 일요일,월~금 09:00~19:00 토 10:00~17:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
대심동물병원,반려동물업,반려의료,동물병원,경상북도,예천군,예천읍,서본리,72-3 번지,효자로,1,36.65139328,128.447582,36827,경상북도 예천군 예천읍 효자로 1,경상북도 예천군 예천읍 서본리 72-3,(054) 655-8290,,,,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
대야약국,반려동물업,반려의료,동물약국,경기도,시흥시,대야동,,645 번지,은계로,353,37.45034874,126.794494,14907,경기도 시흥시 은계로 353,경기도 시흥시 대야동 645,(031) 312-8255,,매주 토 일 법정공휴일,월~금 10:00~18:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대양약국,반려동물업,반려의료,동물약국,대구광역시,서구,평리동,,1116-1 번지,통학로,Jan-86,35.86807256,128.563596,41820,대구광역시 서구 통학로 86-1,대구광역시 서구 평리동 1116-1,(053) 554-0345,,매주 일요일 법정공휴일,월~토 08:00~19:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대연시장약국,반려동물업,반려의료,동물약국,부산광역시,남구,대연동,,369-5 번지,수영로266번길,36,35.13470341,129.097109,48497,부산광역시 남구 수영로266번길 36,부산광역시 남구 대연동 369-5,(051) 626-2356,,연중무휴,월~금 09:30~19:30 토 09:30~14:30 일 11:00~15:00 법정공휴일 11:00~15:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대영당약국,반려동물업,반려의료,동물약국,부산광역시,영도구,영선1동,,21-1 번지,남항로,Jan-48,35.08826785,129.04152,49056,부산광역시 영도구 남항로 48-1,부산광역시 영도구 영선동2가 21-1,(051) 415-6382,,매주 일요일,월~금 09:00~19:00 토 09:00~16:00 법정공휴일 09:00~19:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대영동물병원,반려동물업,반려의료,동물병원,전라북도,김제시,검산동,,488-10 번지,콩쥐팥쥐로,53,35.80713338,126.911164,54368,전라북도 김제시 콩쥐팥쥐로 53,전라북도 김제시 검산동 488-10,(063) 546-1741,,,,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,출장전문병원,없음,20221130
대영동물병원,반려동물업,반려의료,동물병원,전라남도,완도군,완도읍,군내리,782-105 번지,중앙길,8,34.31436521,126.756429,59122,전라남도 완도군 완도읍 중앙길 8,전라남도 완도군 완도읍 군내리 782-105,(061) 554-0292,,,,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
대영동물약국,반려동물업,반려의료,동물약국,충청남도,보령시,명천동,,1039 번지,주공로,12,36.34506581,126.602207,33471,충청남도 보령시 주공로 12,충청남도 보령시 명천동 1039,(041) 936-1161,,연중무휴,월~금 08:30~22:30 토 08:30~22:30 일 08:30~22:30 법정공휴일 09:00~22:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대영약국,반려동물업,반려의료,동물약국,서울특별시,도봉구,쌍문동,,668-5 번지,도봉로129길,26,37.65552661,127.036928,1432,서울특별시 도봉구 도봉로129길 26,서울특별시 도봉구 쌍문동 668-5,(02) 904-0403,,매주 일요일,월~토 08:30~22:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대영약국,반려동물업,반려의료,동물약국,경기도,고양시 일산동구,장항동,,760 번지,무궁화로,18,37.66170832,126.766899,10401,경기도 고양시 일산동구 무궁화로 18,경기도 고양시 일산동구 장항동 760,(031) 905-7388,,법정공휴일,월~토 09:30~21:00 일 12:00~20:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대영약국,반려동물업,반려의료,동물약국,경기도,안산시 단원구,초지동,,740-2 번지,초지동로,7,37.30431595,126.816204,15453,경기도 안산시 단원구 초지동로 7,경기도 안산시 단원구 초지동 740-2,(031) 405-7574,,법정공휴일,월~금 10:00~18:00 토 09:00~17:00 일 09:00~17:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대영약국,반려동물업,반려의료,동물약국,부산광역시,기장군,기장읍,대라리,57 번지,차성동로,63,35.24341186,129.216276,46066,부산광역시 기장군 기장읍 차성동로 63,부산광역시 기장군 기장읍 대라리 57,(051) 723-1235,,연중무휴,월~금 09:00~20:00 토~일 09:00~18:00 법정공휴일 09:00~18:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대우굿모닝약국,반려동물업,반려의료,동물약국,경기도,시흥시,죽율동,,752 번지,죽율로,38,37.34804052,126.761282,15050,경기도 시흥시 죽율로 38,경기도 시흥시 죽율동 752,(031) 319-2703,,매주 일요일 법정공휴일,월~금 09:00~19:00 토 09:00~15:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대우당약국,반려동물업,반려의료,동물약국,서울특별시,금천구,시흥동,,921-1 번지,은행나무로,34,37.45070196,126.906133,8643,서울특별시 금천구 은행나무로 34,서울특별시 금천구 시흥동 921-1,(02) 808-8960,,연중무휴,월~금 11:00~01:00 토 13:00~01:00 일 19:00~01:00 법정공휴일 19:00~01:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대우당약국,반려동물업,반려의료,동물약국,대전광역시,중구,은행동,,9-1 번지,대전천서로,461,36.32992039,127.428371,34832,대전광역시 중구 대전광역시천서로 461,대전광역시 중구 은행동 9-1,(042) 255-8001,,연중무휴,매일 09:00~22:00 일 09:00~21:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대우동물병원,반려동물업,반려의료,동물병원,전라남도,함평군,함평읍,내교리,211-11 번지,중앙길,Jan-71,35.06303285,126.52236,57153,전라남도 함평군 함평읍 중앙길 71-1,전라남도 함평군 함평읍 내교리 211-11,(061) 322-5588,,,,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
대우메디슨약국,반려동물업,반려의료,동물약국,대구광역시,수성구,두산동,,125-7 번지,상화로,138,35.83521112,128.622011,42175,대구광역시 수성구 상화로 138,대구광역시 수성구 두산동 125-7,(053) 767-4642,,매주 일요일 법정공휴일,월~금 09:00~19:00 토 09:00~18:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대우실로암약국,반려동물업,반려의료,동물약국,서울특별시,양천구,신월동,,18-4 번지,월정로50길,10,37.5416715,126.831054,7903,서울특별시 양천구 월정로50길 10,서울특별시 양천구 신월동 18-4,(022) 602-6489,,연중무휴,매일 09:00~21:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대우약국,반려동물업,반려의료,동물약국,서울특별시,구로구,천왕동,,279-3 번지,천왕로,106,37.48604074,126.838559,8365,서울특별시 구로구 천왕로 106,서울특별시 구로구 천왕동 279-3,(022) 684-9752,,매주 일요일,월~금 08:00~19:50 토 08:00~15:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대우약국,반려동물업,반려의료,동물약국,경기도,시흥시,논곡동,,160-31 번지,수인로2421번길,109,37.38733744,126.860504,14984,경기도 시흥시 수인로2421번길 109,경기도 시흥시 논곡동 160-31,(031) 405-6169,,매주 일요일 법정공휴일,월~금 09:30~19:00 토 09:30~16:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대우약국,반려동물업,반려의료,동물약국,충청남도,논산시,화지동,,45-1 번지,중앙로492번길,19,36.2073459,127.085082,32967,충청남도 논산시 중앙로492번길 19,충청남도 논산시 화지동 45-1,(041) 735-3952,,매주 일요일,월~토 07:00~20:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대우온누리약국,반려동물업,반려의료,동물약국,경상남도,진주시,상대동,,300-13 번지,동진로,172,35.17942302,128.109981,52796,경상남도 진주시 동진로 172,경상남도 진주시 상대동 300-13,(055) 752-9927,,매주 일요일,월~금 09:00~19:00 토 09:00~14:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대운 동물병원,반려동물업,반려의료,동물병원,경상북도,영천시,화룡동,,282-4 번지,장수로,58,35.96594607,128.918217,38839,경상북도 영천시 장수로 58,경상북도 영천시 화룡동 282-4,(054) 331-3375,,,,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
대웅동물병원,반려동물업,반려의료,동물병원,경상남도,밀양시,내이동,,725-5 번지,중앙로,384-1,35.49600062,128.750976,50428,경상남도 밀양시 중앙로 384-1,경상남도 밀양시 내이동 725-5,(055) 353-6666,https://blog.naver.com/daewoongp,매주 일요일,월~금 09:30~19:00 토 10:00~17:30,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
대웅사약국,반려동물업,반려의료,동물약국,부산광역시,부산진구,당감동,,282-11 번지,동평로,90,35.16529079,129.039425,47181,부산광역시 부산진구 동평로 90,부산광역시 부산진구 당감동 282-11,(051) 898-9477,,연중무휴,매일 09:00~21:00 법정공휴일 09:00~21:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대웅약국,반려동물업,반려의료,동물약국,경기도,안양시 동안구,관양동,,1408 번지,관평로,330,37.40562373,126.958057,13931,경기도 안양시 동안구 관평로 330,경기도 안양시 동안구 관양동 1408,(031) 384-8000,,매주 일요일 법정공휴일,월~금 09:00~21:00 토 09:00~20:30,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대웅약국,반려동물업,반려의료,동물약국,경기도,수원시 장안구,송죽동,,216-1 번지,경수대로,998,37.30595562,127.002605,16298,경기도 수원시 장안구 경수대로 998,경기도 수원시 장안구 송죽동 216-1,(031) 248-6700,,법정공휴일,월~금 09:00~23:00 토 09:00~23:00 일 12:00~23:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대웅약국,반려동물업,반려의료,동물약국,인천광역시,남동구,만수동,,1041 번지,장승남로,36,37.44315778,126.736188,21596,인천광역시 남동구 장승남로 36,인천광역시 남동구 만수동 1041,(032) 461-1165,,매주 일요일,월~금 09:00~18:00 토 09:00~16:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대웅약국,반려동물업,반려의료,동물약국,경상북도,청송군,진보면,진안리,384-22 번지,진안로,23,36.5284066,129.045192,37409,경상북도 청송군 진보면 진안로 23,경상북도 청송군 진보면 진안리 384-22,(054) 874-2039,,매주 일요일 법정공휴일,월~금 08:30~20:00 토 08:30~14:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대웅약국,반려동물업,반려의료,동물약국,경상남도,김해시,진영읍,진영리,253-18 번지,진영로,150-2,35.30321572,128.72946,50867,경상남도 김해시 진영읍 진영로 150-2,경상남도 김해시 진영읍 진영리 253-18,(055) 342-3644,,매주 일요일 법정공휴일,월~금 09:00~18:00 토 09:00~13:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대원가축병원,반려동물업,반려의료,동물병원,경상북도,경주시,동부동,,133-7 번지,화랑로,92,35.84438849,129.210719,38154,경상북도 경주시 화랑로 92,경상북도 경주시 동부동 133-7,(054) 749-6688,,,,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,가축동물병원,없음,20221130
대원사 티벳박물관,반려동물업,반려동반여행,박물관,전라남도,보성군,문덕면,죽산리,801 번지,죽산길,520-1,34.95915165,127.132037,59401,전라남도 보성군 문덕면 죽산길 520-1,전라남도 보성군 문덕면 죽산리 801,(062) 852-3038,http://www.tibetan-museum.org/,매주 화요일,수~월 10:00~17:00,Y,3000원,N,해당없음,해당없음,해당없음,Y,Y,박물관,없음,20221130
대원약국,반려동물업,반려의료,동물약국,경기도,고양시 일산서구,주엽동,,66-1 번지,중앙로,1426,37.67025859,126.761931,10386,경기도 고양시 일산서구 중앙로 1426,경기도 고양시 일산서구 주엽동 66-1,(031) 911-8302,,연중무휴,월~금 09:00~22:00 일 09:00~20:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대원약국,반려동물업,반려의료,동물약국,경기도,안양시 동안구,평촌동,,898-6 번지,귀인로,253,37.3876735,126.966617,14070,경기도 안양시 동안구 귀인로 253,경기도 안양시 동안구 평촌동 898-6,(031) 385-0078,,매주 일요일,월~금 09:00~20:00 토 09:00~18:00 법정공휴일 10:00~21:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대원약국,반려동물업,반려의료,동물약국,전라남도,보성군,벌교읍,벌교리,732-9 번지,채동선로,215,34.84235129,127.343381,59425,전라남도 보성군 벌교읍 채동선로 215,전라남도 보성군 벌교읍 벌교리 732-9,(061) 857-3127,,매주 일요일 법정공휴일,월~화 목~금 08:00~18:30 수 08:00~15:00 토 08:00~15:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대원온누리약국,반려동물업,반려의료,동물약국,제주특별자치도,제주시,일도이동,,367-1 번지,동광로,122,33.50687946,126.540226,63275,제주특별자치도 제주시 동광로 122,제주특별자치도 제주시 일도이동 367-1,(064) 727-1190,,매주 일요일,월~화 목~금 08:30~18:30 수 토 08:30~13:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대은약국,반려동물업,반려의료,동물약국,경기도,부천시,원종동,,231 번지,소사로808번길,6,37.52802758,126.805141,14419,경기도 부천시 소사로808번길 6,경기도 부천시 원종동 231,(032) 681-0148,,연중무휴,월~금 08:30~20:30 토 08:30~20:00 일 10:30~18:30 법정공휴일 10:00~19:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대인약국,반려동물업,반려의료,동물약국,울산광역시,남구,신정동,,639-7 번지,월평로,9,35.54084106,129.306665,44670,울산광역시 남구 월평로 9,울산광역시 남구 신정동 639-7,(052) 274-0020,,매주 일요일 법정공휴일,월~금 09:00~19:00 토 09:00~13:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대일약국,반려동물업,반려의료,동물약국,서울특별시,중랑구,상봉동,,190-68 번지,상봉중앙로1길,32,37.5986567,127.087624,2091,서울특별시 중랑구 상봉중앙로1길 32,서울특별시 중랑구 상봉동 190-68,(02) 433-1712,,매주 일요일 법정공휴일,월~금 09:00~21:00 토 09:00~18:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대일종합동물병원,반려동물업,반려의료,동물병원,부산광역시,동래구,안락동,,299-3 번지,충렬대로,435,35.19648977,129.106124,47791,부산광역시 동래구 충렬대로 435,부산광역시 동래구 안락동 299-3,(051) 529-2991,,매주 일요일,월~금 10:00~18:30 토 법정공휴일 10:00~17:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
대자연약국,반려동물업,반려의료,동물약국,대구광역시,수성구,파동,,153 번지,파동로,120,35.81396122,128.616171,42232,대구광역시 수성구 파동로 120,대구광역시 수성구 파동 153,(053) 765-3560,,연중무휴,매일 08:00~21:30,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대자연약국,반려동물업,반려의료,동물약국,전라북도,전주시 완산구,효자4동,,1318-4 번지,호암로,85,35.80857706,127.103857,55062,전라북도 전주시 완산구 호암로 85,전라북도 전주시 완산구 효자동2가 1318-4,(063) 227-5508,,매주 일요일 법정공휴일,월~금 09:00~19:00 토 09:00~15:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대장푸른약국,반려동물업,반려의료,동물약국,경기도,성남시 분당구,대장동,,202-12 번지,판교대장로,84,37.36641951,127.068341,13544,경기도 성남시 분당구 판교대장로 84,경기도 성남시 분당구 대장동 202-12,(031) 717-0650,,매주 토 일 법정공휴일,월~금 09:00~18:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대저생태공원,반려동물업,반려동반여행,여행지,부산광역시,강서구,대저1동,,2314-11 번지,공항로,1246,35.20984892,128.984556,46703,부산광역시 강서구 공항로 1246,부산광역시 강서구 대저1동 2314-11,(051) 971-6011,https://www.busan.go.kr/nakdong/daejeopark01,연중무휴,매일 06:00~21:00,Y,없음,Y,해당없음,모두 가능,목줄 배변봉투,N,Y,공원,없음,20221130
대전24시 센트럴동물병원,반려동물업,반려의료,동물병원,대전광역시,중구,용두동,,119-6 번지,계룡로,789,36.32903508,127.405028,34828,대전광역시 중구 계룡로 789,대전광역시 중구 용두동 119-6,(042) 719-7779,https://blog.naver.com/24central,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
대전광역시 동물보호센터 부속 동물병원,반려동물업,반려의료,동물병원,대전광역시,유성구,금고동,,583-2 번지,금남구즉로,1234,36.45877186,127.38283,34001,대전광역시 유성구 금남구즉로 1234,대전광역시 유성구 금고동 583-2,(042) 825-1118,,,,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,보호소에 입소한 동물만 보호 및 치료,없음,20221130
대전당약국,반려동물업,반려의료,동물약국,대전광역시,중구,대흥동,,508-32 번지,보문로,241-1,36.32423662,127.422281,34941,대전광역시 중구 대흥동 508-32,대전광역시 중구 보문로 241-1,(042) 256-5885,,매주 일요일,월~금 09:00~19:00 토 09:00~14:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대전대학교박물관,반려동물업,반려동반여행,박물관,대전광역시,동구,용운동,,96-3 번지,대학로,62,36.33669617,127.459002,34520,대전광역시 동구 대학로 62,대전광역시 동구 용운동 96-3,(042) 280-2691,https://www.dju.ac.kr/msm/main.do,매주 토 일 법정공휴일,월~금 10:00~17:00,Y,없음,Y,해당없음,모두 가능,야외만 반려동물 동반 가능,Y,Y,박물관,없음,20221130
대전마더스약국,반려동물업,반려의료,동물약국,대전광역시,서구,둔산동,,1809 번지,둔산로,201,36.35510652,127.398143,35245,대전광역시 서구 둔산로 201,대전광역시 서구 둔산동 1809,(070) 4406-4338,,연중무휴,매일 10:00~22:00 법정공휴일 10:00~22:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대전선사박물관,반려동물업,반려동반여행,박물관,대전광역시,유성구,노은동,,523 번지,노은동로,126,36.37191134,127.32384,34084,대전광역시 유성구 노은동로 126,대전광역시 유성구 노은동 523,(042) 270-8640,www.daejeon.go.kr/pre/index.do,1월1일 설 추석 당일 매주 월요일,화~일 하절기 10:00~19:00 동절기 10:00~18:00,Y,없음,Y,해당없음,모두 가능,야외만 반려동물 동반 가능,Y,Y,박물관,없음,20221130
대전시립미술관,반려동물업,반려동반여행,미술관,대전광역시,서구,만년동,,396 번지,둔산대로,155,36.36704787,127.385726,35204,대전광역시 서구 둔산대로 155,대전광역시 서구 만년동 396,(042) 270-7370,www.daejeon.go.kr/dma,1월1일 설 추석 당일 매주 월요일,화~일 10:00~18:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,미술관,없음,20221130
대전시립박물관,반려동물업,반려동반여행,박물관,대전광역시,유성구,상대동,,488 번지,도안대로,398,36.33685903,127.33534,34194,대전광역시 유성구 도안대로 398,대전광역시 유성구 상대동 488,(042) 270-8600,www.daejeon.go.kr/his/index.do,1월1일 설 추석 당일 매주 월요일,화~일 11~2월 10:00~18:00 3~10월 10:00~19:00,Y,없음,Y,해당없음,모두 가능,야외만 반려동물 동반 가능,Y,Y,박물관,없음,20221130
대전시립연정국악원,반려동물업,반려동반여행,문예회관,대전광역시,서구,만년동,,396 번지,둔산대로,181,36.36634129,127.389383,35204,대전광역시 서구 둔산대로 181,대전광역시 서구 만년동 396,(042) 270-8500,www.daejeon.go.kr/kmusic,매주 토 일,월~금 09:00~18:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,문예회관,없음,20221130
대전시민약국,반려동물업,반려의료,동물약국,대전광역시,동구,용전동,,117-15 번지,동서대로,1677,36.34921732,127.435804,34552,대전광역시 동구 동서대로 1677,대전광역시 동구 용전동 117-15,(042) 282-7575,,매주 일요일 법정공휴일,월~금 08:30~19:30 토 08:30~16:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대전야생동물구조관리센터 동물병원,반려동물업,반려의료,동물병원,대전광역시,유성구,궁동,,220 번지,대학로,99,36.36832812,127.341662,34134,대전광역시 유성구 대학로 99,대전광역시 유성구 궁동 220,(042) 821-7930,,,,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,보호소에 입소한 동물만 보호 및 치료,없음,20221130
대전약국,반려동물업,반려의료,동물약국,충청남도,당진시,읍내동,,646-2 번지,교동길,151,36.89190331,126.629674,31777,충청남도 당진시 교동길 151,충청남도 당진시 읍내동 646-2,(041) 355-3390,,매주 일요일 법정공휴일,월~수 08:30~19:00 목~금 08:30~19:30 토 08:30~17:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대전역약국,반려동물업,반려의료,동물약국,대전광역시,동구,정동,,1-1 번지,중앙로,215,36.33442302,127.432104,34626,대전광역시 동구 중앙로 215,대전광역시 동구 정동 1-1,(070) 8691-0150,,연중무휴,매일 07:30~21:30 법정공휴일 07:30~21:30,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대전예술가의집,반려동물업,반려동반여행,문예회관,대전광역시,중구,문화동,,1-27 번지,중앙로,32,36.32245342,127.416099,34944,대전광역시 중구 중앙로 32,대전광역시 중구 문화동 1-27,(042) 480-1080,https://dcaf.or.kr,매주 월요일,전시공연에 따라 변동,Y,변동,N,해당없음,해당없음,해당없음,Y,N,문예회관,없음,20221130
대전예술의전당,반려동물업,반려동반여행,문예회관,대전광역시,서구,만년동,,396 번지,둔산대로,135,36.3666138,127.383759,35204,대전광역시 서구 둔산대로 135,대전광역시 서구 만년동 396,(042) 270-8333,www.djac.or.kr,전시공연에 따라 변동,전시공연에 따라 변동,Y,변동,N,해당없음,해당없음,해당없음,Y,Y,문예회관,없음,20221130
대전우리동물의료센터,반려동물업,반려의료,동물병원,대전광역시,중구,대사동,,248-365 번지,계룡로,926-1,36.31989724,127.415216,34964,대전광역시 중구 계룡로 926-1,대전광역시 중구 대사동 248-365,(042) 222-1117,https://blog.naver.com/djwooriamc,연중무휴,매일 09:00~23:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
대전종합 동물병원,반려동물업,반려의료,동물병원,대전광역시,서구,갈마동,,1438 번지,대덕대로168번길,26,36.34706249,127.377214,35265,대전광역시 서구 대덕대로168번길 26,대전광역시 서구 갈마동 1438,(042) 532-7588,http://www.ilovepet.kr/,연중무휴,매일 09:30~21:30,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
대전중앙약국,반려동물업,반려의료,동물약국,대전광역시,중구,은행동,,141-16 번지,중앙로,153,36.3291311,127.426493,34832,대전광역시 중구 중앙로 153,대전광역시 중구 은행동 141-16,(042) 252-9422,https://blog.naver.com/japh153,연중무휴,월~금 09:00~20:00 토 09:00~20:00 일 14:00~20:00 법정공휴일 14:00~20:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대전충남 양돈축산업협동조합 부설동물병원,반려동물업,반려의료,동물병원,충청남도,천안시 동남구,다가동,,373-3 번지,차돌로,50,36.80078293,127.136116,31154,충청남도 천안시 동남구 차돌로 50,충청남도 천안시 동남구 다가동 373-3,(041) 579-2375,,매주 토 일,월~금 09:00~16:30,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
대전해수욕장,반려동물업,반려동반여행,여행지,전라남도,고흥군,두원면,대전리,37-6 번지,두원로,1306-1,34.7122332,127.269952,59513,전라남도 고흥군 두원면 두원로 1306-1,전라남도 고흥군 두원면 대전리 37-6,(061) 830-6259,,연중무휴,매일 10:00~18:00,Y,없음,Y,해당없음,모두 가능,목줄 배변봉투,N,Y,관광지,없음,20221130
대정 송 약국,반려동물업,반려의료,동물약국,제주특별자치도,서귀포시,대정읍,하모리,848-1 번지,하모상가로,46,33.2216021,126.253698,63508,제주특별자치도 서귀포시 대정읍 하모상가로 46,제주특별자치도 서귀포시 대정읍 하모리 848-1,(064) 794-2802,,,,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대정 온누리 약국,반려동물업,반려의료,동물약국,제주특별자치도,서귀포시,대정읍,하모리,943-2 번지,하모중앙로,76,33.22139035,126.251812,63507,제주특별자치도 서귀포시 대정읍 하모중앙로 76,제주특별자치도 서귀포시 대정읍 하모리 943-2,(064) 792-7545,,매주 일요일 법정공휴일,월~금 08:30~18:30 토 08:30~13:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대제일약국,반려동물업,반려의료,동물약국,서울특별시,금천구,독산동,,165-11 번지,독산로85길,13,37.47230672,126.902389,8546,서울특별시 금천구 독산로85길 13,서울특별시 금천구 독산동 165-11,(02) 857-2166,,매주 토 일,월~금 09:00~20:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대주사료 김제대리점,반려동물업,반려동물 서비스,반려동물용품,전라북도,김제시,요촌동,,373-44 번지,남북로,228,35.80448931,126.884501,54384,전라북도 김제시 남북로 228-10,전라북도 김제시 요촌동 373-44,(063) 544-2665,,매주 일요일,월~토 08:00~20:00,N,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,각종 사료,없음,20221130
대중약국,반려동물업,반려의료,동물약국,서울특별시,성동구,하왕십리동,,890-81 번지,왕십리로,379,37.56454948,127.028103,4710,서울특별시 성동구 왕십리로 379,서울특별시 성동구 하왕십리동 890-81,(022) 292-4418,,연중무휴,월~토 법정공휴일 09:00~21:30 일 15:00~21:30,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대중약국,반려동물업,반려의료,동물약국,전라북도,익산시,어양동,,648-15 번지,동서로51길,50,35.95569621,126.978926,54639,전라북도 익산시 동서로51길 50,전라북도 익산시 어양동 648-15,(063) 833-0889,,매주 토 일 법정공휴일,월~금 09:00~12:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
